124.3897113,37.7803633
124.3896740,37.7893729
124.3896368,37.7983824
124.3895995,37.8073919
124.3895622,37.8164014
124.3895249,37.8254109
124.3894876,37.8344204
124.3894503,37.8434299
124.3894130,37.8524393
124.4011344,37.7623732
124.4010986,37.7713828
124.4010628,37.7803923
124.4010269,37.7894019
124.4009910,37.7984114
124.4009551,37.8074210
124.4009192,37.8164305
124.4008833,37.8254400
124.4008474,37.8344495
124.4008114,37.8434589
124.4007755,37.8524684
124.4007395,37.8614778
124.4007035,37.8704873
124.4006675,37.8794967
124.4125176,37.7533915
124.4124832,37.7624011
124.4124487,37.7714107
124.4124142,37.7804203
124.4123798,37.7894298
124.4123453,37.7984394
124.4123108,37.8074489
124.4122762,37.8164584
124.4122417,37.8254679
124.4122071,37.8344774
124.4121726,37.8434869
124.4121380,37.8524964
124.4121034,37.8615058
124.4120688,37.8705152
124.4120342,37.8795247
124.4119996,37.8885341
124.4239311,37.7353991
124.4238980,37.7444087
124.4238650,37.7534183
124.4238319,37.7624279
124.4237988,37.7714375
124.4237657,37.7804471
124.4237326,37.7894567
124.4236995,37.7984662
124.4236664,37.8074758
124.4236332,37.8164853
124.4236001,37.8254948
124.4235669,37.8345043
124.4235337,37.8435138
124.4235006,37.8525232
124.4234674,37.8615327
124.4234341,37.8705421
124.4234009,37.8795516
124.4233677,37.8885610
124.4233344,37.8975704
124.4353073,37.7264151
124.4352757,37.7354248
124.4352440,37.7444344
124.4352123,37.7534441
124.4351806,37.7624537
124.4351489,37.7714633
124.4351172,37.7804729
124.4350855,37.7894824
124.4350538,37.7984920
124.4350220,37.8075015
124.4349903,37.8165110
124.4349585,37.8255206
124.4349267,37.8345301
124.4348949,37.8435396
124.4348631,37.8525490
124.4348313,37.8615585
124.4347995,37.8705679
124.4347676,37.8795774
124.4347358,37.8885868
124.4347039,37.8975962
124.4346720,37.9066056
124.4346401,37.9156150
124.4467111,37.7084204
124.4466808,37.7174301
124.4466506,37.7264398
124.4466203,37.7354494
124.4465900,37.7444591
124.4465597,37.7534687
124.4465294,37.7624783
124.4464991,37.7714879
124.4464687,37.7804975
124.4464384,37.7895071
124.4464080,37.7985166
124.4463777,37.8075262
124.4463473,37.8165357
124.4463169,37.8255452
124.4462865,37.8345547
124.4462561,37.8435642
124.4462257,37.8525737
124.4461952,37.8615832
124.4461648,37.8705926
124.4461343,37.8796021
124.4461038,37.8886115
124.4460734,37.8976209
124.4460429,37.9066303
124.4460124,37.9156397
124.4580804,37.6994342
124.4580516,37.7084439
124.4580227,37.7174536
124.4579938,37.7264633
124.4579649,37.7354729
124.4579360,37.7444826
124.4579071,37.7534922
124.4578782,37.7625019
124.4578492,37.7715115
124.4578203,37.7805211
124.4577913,37.7895306
124.4577623,37.7985402
124.4577333,37.8075497
124.4577043,37.8165593
124.4576753,37.8255688
124.4576463,37.8345783
124.4576173,37.8435878
124.4575882,37.8525973
124.4575592,37.8616068
124.4575301,37.8706162
124.4575010,37.8796257
124.4574719,37.8886351
124.4574429,37.8976445
124.4574137,37.9066539
124.4573846,37.9156633
124.4573555,37.9246727
124.4694196,37.6994566
124.4693921,37.7084663
124.4693646,37.7174760
124.4693371,37.7264857
124.4693096,37.7354954
124.4692820,37.7445050
124.4692545,37.7535147
124.4692269,37.7625243
124.4691994,37.7715339
124.4691718,37.7805435
124.4691442,37.7895531
124.4691166,37.7985627
124.4690890,37.8075722
124.4690614,37.8165818
124.4690337,37.8255913
124.4690061,37.8346008
124.4689785,37.8436103
124.4689508,37.8526198
124.4689231,37.8616293
124.4688954,37.8706387
124.4688678,37.8796482
124.4688401,37.8886576
124.4688123,37.8976670
124.4687846,37.9066764
124.4687569,37.9156858
124.4687291,37.9246952
124.4807587,37.6994780
124.4807326,37.7084877
124.4807065,37.7174974
124.4806803,37.7265071
124.4806542,37.7355167
124.4806280,37.7445264
124.4806019,37.7535360
124.4805757,37.7625457
124.4805495,37.7715553
124.4805233,37.7805649
124.4804971,37.7895745
124.4804709,37.7985840
124.4804447,37.8075936
124.4804184,37.8166031
124.4803922,37.8256127
124.4803659,37.8346222
124.4803397,37.8436317
124.4803134,37.8526412
124.4802871,37.8616507
124.4802608,37.8706601
124.4802345,37.8796696
124.4802082,37.8886790
124.4801818,37.8976884
124.4801555,37.9066978
124.4801292,37.9157072
124.4801028,37.9247166
124.4920979,37.6994982
124.4920731,37.7085079
124.4920484,37.7175176
124.4920236,37.7265273
124.4919988,37.7355370
124.4919741,37.7445466
124.4919493,37.7535563
124.4919245,37.7625659
124.4918997,37.7715755
124.4918748,37.7805851
124.4918500,37.7895947
124.4918252,37.7986043
124.4918003,37.8076139
124.4917755,37.8166234
124.4917506,37.8256330
124.4917257,37.8346425
124.4917009,37.8436520
124.4916760,37.8526615
124.4916511,37.8616710
124.4916261,37.8706804
124.4916012,37.8796899
124.4915763,37.8886993
124.4915514,37.8977087
124.4915264,37.9067182
124.4915014,37.9157276
124.4914765,37.9247369
124.5034370,37.6995173
124.5034137,37.7085271
124.5033903,37.7175368
124.5033669,37.7265465
124.5033435,37.7355561
124.5033201,37.7445658
124.5032967,37.7535754
124.5032733,37.7625851
124.5032498,37.7715947
124.5032264,37.7806043
124.5032029,37.7896139
124.5031795,37.7986235
124.5031560,37.8076331
124.5031325,37.8166426
124.5031091,37.8256521
124.5030856,37.8346617
124.5030621,37.8436712
