Station,Longitude,Latitude
sand1-1,125.93861,37.29167
sand1-2,126.025,37.29167
sand1-3,126.025,37.2575
sand1-4,126.01111,37.2575
sand1-5,126.01111,37.24167
sand1-6,125.93861,37.24167
