Station,Longitude,Latitude
sand6-1,125.675,36.09167
sand6-2,125.70833,36.09167
sand6-3,125.70833,36.05833
sand6-4,125.74167,36.05833
sand6-5,125.74167,35.99167
sand6-6,125.675,35.99167
sand6-7,125.675,36.025
sand6-8,125.69167,36.025
sand6-9,125.69167,36.04167
sand6-10,125.65833,36.04167
sand6-11,125.65833,36.075
sand6-12,125.675,36.075
