Station,Longitude,Latitude
sand4-1,125.975,36.90833
sand4-2,126.00833,36.90833
sand4-3,126.00833,36.88333
sand4-4,125.99167,36.86667
sand4-5,125.99167,36.84167
sand4-6,125.95833,36.84167
sand4-7,125.95833,36.89167
sand4-8,125.975,36.89167
