지점,지점명,일시,일조(hr),일사(MJ/m2)
138,포항,2022-06-17 10:00,1,2.57
138,포항,2022-06-17 11:00,1,3.07
138,포항,2022-06-17 12:00,1,3.33
138,포항,2022-06-17 13:00,1,3.45
138,포항,2022-06-17 14:00,1,3.27
138,포항,2022-06-17 15:00,1,2.98
138,포항,2022-06-17 16:00,1,2.4
138,포항,2022-06-17 17:00,1,1.69
138,포항,2022-06-17 18:00,1,0.96
138,포항,2022-06-17 19:00,0.9,0.43
138,포항,2022-06-17 20:00,0,0.04
138,포항,2022-06-18 6:00,0,0.05
138,포항,2022-06-18 7:00,0.2,0.35
138,포항,2022-06-18 8:00,0.2,0.6
138,포항,2022-06-18 9:00,0,0.91
138,포항,2022-06-18 10:00,0.7,1.84
138,포항,2022-06-18 11:00,0.9,2.58
138,포항,2022-06-18 12:00,1,3.35
138,포항,2022-06-18 13:00,1,3.44
138,포항,2022-06-18 14:00,1,3.25
138,포항,2022-06-18 15:00,1,2.96
138,포항,2022-06-18 16:00,1,2.43
138,포항,2022-06-18 17:00,1,1.71
138,포항,2022-06-18 18:00,0.4,0.65
138,포항,2022-06-18 19:00,0.3,0.3
138,포항,2022-06-18 20:00,0,0.06
138,포항,2022-06-19 6:00,0,0.08
138,포항,2022-06-19 7:00,1,0.55
138,포항,2022-06-19 8:00,1,1.14
138,포항,2022-06-19 9:00,1,1.75
138,포항,2022-06-19 10:00,1,2.43
138,포항,2022-06-19 11:00,1,2.92
138,포항,2022-06-19 12:00,1,3.26
138,포항,2022-06-19 13:00,1,3.3
138,포항,2022-06-19 14:00,0.9,2.78
138,포항,2022-06-19 15:00,1,2.64
138,포항,2022-06-19 16:00,1,2.22
138,포항,2022-06-19 17:00,1,1.73
138,포항,2022-06-19 18:00,1,1.04
138,포항,2022-06-19 19:00,0.8,0.39
138,포항,2022-06-19 20:00,0,0.04
138,포항,2022-06-20 6:00,0,0.09
138,포항,2022-06-20 7:00,1,0.54
138,포항,2022-06-20 8:00,1,1.18
138,포항,2022-06-20 9:00,1,1.87
138,포항,2022-06-20 10:00,1,2.49
138,포항,2022-06-20 11:00,1,2.96
138,포항,2022-06-20 12:00,1,3.19
138,포항,2022-06-20 13:00,1,3.25
138,포항,2022-06-20 14:00,1,3.13
138,포항,2022-06-20 15:00,1,2.74
138,포항,2022-06-20 16:00,1,2.27
138,포항,2022-06-20 17:00,1,1.71
138,포항,2022-06-20 18:00,1,1.01
138,포항,2022-06-20 19:00,0.6,0.43
138,포항,2022-06-20 20:00,0,0.05
138,포항,2022-06-21 6:00,0,0.05
138,포항,2022-06-21 7:00,0.4,0.45
138,포항,2022-06-21 8:00,1,1.05
138,포항,2022-06-21 9:00,1,1.57
138,포항,2022-06-21 10:00,0.8,1.95
138,포항,2022-06-21 11:00,1,3.19
138,포항,2022-06-21 12:00,1,3.47
138,포항,2022-06-21 13:00,1,3.54
138,포항,2022-06-21 14:00,1,3.35
138,포항,2022-06-21 15:00,1,3.05
138,포항,2022-06-21 16:00,1,2.42
138,포항,2022-06-21 17:00,1,1.86
138,포항,2022-06-21 18:00,1,1.11
138,포항,2022-06-21 19:00,1,0.47
138,포항,2022-06-21 20:00,0.2,0.04
138,포항,2022-06-22 6:00,0,0.09
138,포항,2022-06-22 7:00,0.8,0.49
138,포항,2022-06-22 8:00,1,1.08
138,포항,2022-06-22 9:00,1,1.76
138,포항,2022-06-22 10:00,1,2.48
138,포항,2022-06-22 11:00,1,2.77
138,포항,2022-06-22 12:00,1,3.2
138,포항,2022-06-22 13:00,1,3.27
138,포항,2022-06-22 14:00,1,3.14
138,포항,2022-06-22 15:00,1,2.89
138,포항,2022-06-22 16:00,0.9,2.07
138,포항,2022-06-22 17:00,0.8,1.22
138,포항,2022-06-22 18:00,1,0.93
138,포항,2022-06-22 19:00,0.3,0.34
138,포항,2022-06-22 20:00,0,0.03
138,포항,2022-06-23 6:00,0.3,0.07
138,포항,2022-06-23 7:00,1,0.64
138,포항,2022-06-23 8:00,1,1.34
138,포항,2022-06-23 9:00,1,1.99
138,포항,2022-06-23 10:00,1,2.54
138,포항,2022-06-23 11:00,0.9,2.81
138,포항,2022-06-23 12:00,0.8,2.36
138,포항,2022-06-23 13:00,0.2,1.29
138,포항,2022-06-23 14:00,0.3,1.59
138,포항,2022-06-23 15:00,0.5,1.95
138,포항,2022-06-23 16:00,0.8,1.56
138,포항,2022-06-23 17:00,0.4,0.93
138,포항,2022-06-23 18:00,0,0.28
138,포항,2022-06-23 19:00,0,0.24
138,포항,2022-06-23 20:00,0,0.03
138,포항,2022-06-24 6:00,0,0.01
138,포항,2022-06-24 7:00,0,0.12
138,포항,2022-06-24 8:00,0,0.43
138,포항,2022-06-24 9:00,0.3,0.95
138,포항,2022-06-24 10:00,0,0.75
138,포항,2022-06-24 11:00,0,0.58
138,포항,2022-06-24 12:00,0.1,1.13
138,포항,2022-06-24 13:00,0.1,1.7
138,포항,2022-06-24 14:00,0.2,1.55
138,포항,2022-06-24 15:00,0.1,1.17
138,포항,2022-06-24 16:00,0.9,2.08
138,포항,2022-06-24 17:00,1,1.92
138,포항,2022-06-24 18:00,1,1.19
138,포항,2022-06-24 19:00,1,0.46
138,포항,2022-06-24 20:00,0.1,0.03
138,포항,2022-06-25 6:00,0.3,0.1
138,포항,2022-06-25 7:00,1,0.57
138,포항,2022-06-25 8:00,1,1.23
138,포항,2022-06-25 9:00,1,1.71
138,포항,2022-06-25 10:00,1,2.25
138,포항,2022-06-25 11:00,1,2.34
138,포항,2022-06-25 12:00,1,2.52
138,포항,2022-06-25 13:00,1,2.62
138,포항,2022-06-25 14:00,1,2.63
138,포항,2022-06-25 15:00,1,2.89
138,포항,2022-06-25 16:00,1,2.12
138,포항,2022-06-25 17:00,1,1.54
138,포항,2022-06-25 18:00,0.3,0.5
138,포항,2022-06-25 19:00,0,0.2
138,포항,2022-06-25 20:00,0,0.05
138,포항,2022-06-26 6:00,0.2,0.1
138,포항,2022-06-26 7:00,0.9,0.62
138,포항,2022-06-26 8:00,0.8,1.04
138,포항,2022-06-26 9:00,1,1.87
138,포항,2022-06-26 10:00,0.9,2.2
138,포항,2022-06-26 11:00,0.8,2.29
138,포항,2022-06-26 12:00,0.6,2.51
138,포항,2022-06-26 13:00,0.5,1.75
138,포항,2022-06-26 14:00,1,2.57
138,포항,2022-06-26 15:00,1,2.62
138,포항,2022-06-26 16:00,0.5,1.39
138,포항,2022-06-26 17:00,0.1,0.48
138,포항,2022-06-26 18:00,0.6,0.85
138,포항,2022-06-26 19:00,0.8,0.57
138,포항,2022-06-26 20:00,0.1,0.04
138,포항,2022-06-27 6:00,0,0.03
138,포항,2022-06-27 7:00,0,0.24
138,포항,2022-06-27 8:00,0,0.49
138,포항,2022-06-27 9:00,0.1,0.69
138,포항,2022-06-27 10:00,0,0.74
138,포항,2022-06-27 11:00,0.2,1.42
138,포항,2022-06-27 12:00,0.7,2.5
138,포항,2022-06-27 13:00,0.1,0.52
138,포항,2022-06-27 14:00,0,0.35
138,포항,2022-06-27 15:00,0,0.39
138,포항,2022-06-27 16:00,0,0.18
138,포항,2022-06-27 17:00,0,0.18
138,포항,2022-06-27 18:00,0,0.13
138,포항,2022-06-27 19:00,0,0.18
138,포항,2022-06-27 20:00,0,0.02
138,포항,2022-06-28 6:00,0.1,0.1
138,포항,2022-06-28 7:00,0.7,0.59
138,포항,2022-06-28 8:00,1,1.24
138,포항,2022-06-28 9:00,0.9,2.16
138,포항,2022-06-28 10:00,0,0.83
138,포항,2022-06-28 11:00,0.5,1.52
138,포항,2022-06-28 12:00,0,1.04
138,포항,2022-06-28 13:00,0.6,1.87
138,포항,2022-06-28 14:00,0.6,2.29
138,포항,2022-06-28 15:00,0.5,1.44
138,포항,2022-06-28 16:00,0.2,1.28
138,포항,2022-06-28 17:00,0.5,1.31
138,포항,2022-06-28 18:00,0.1,0.43
138,포항,2022-06-28 19:00,0.1,0.19
138,포항,2022-06-28 20:00,0,0.03
138,포항,2022-06-29 6:00,0.4,0.15
138,포항,2022-06-29 7:00,0.9,0.65
138,포항,2022-06-29 8:00,0.7,1.06
138,포항,2022-06-29 9:00,1,2.15
138,포항,2022-06-29 10:00,0.9,2.44
138,포항,2022-06-29 11:00,1,3
138,포항,2022-06-29 12:00,1,3.37
138,포항,2022-06-29 13:00,1,3.36
138,포항,2022-06-29 14:00,1,3.19
138,포항,2022-06-29 15:00,1,3.21
138,포항,2022-06-29 16:00,1,2.24
138,포항,2022-06-29 17:00,1,1.3
138,포항,2022-06-29 18:00,0.2,0.43
138,포항,2022-06-29 19:00,0,0.24
138,포항,2022-06-29 20:00,0,0.05
138,포항,2022-06-30 6:00,0.2,0.05
138,포항,2022-06-30 7:00,0.4,0.39
138,포항,2022-06-30 8:00,0.5,0.78
138,포항,2022-06-30 9:00,1,2.04
138,포항,2022-06-30 10:00,1,2.67
138,포항,2022-06-30 11:00,0.2,1.61
138,포항,2022-06-30 12:00,0.2,1.64
138,포항,2022-06-30 13:00,0.6,2.5
138,포항,2022-06-30 14:00,1,3.1
138,포항,2022-06-30 15:00,1,2.59
138,포항,2022-06-30 16:00,1,2.55
138,포항,2022-06-30 17:00,1,1.89
138,포항,2022-06-30 18:00,1,1.17
138,포항,2022-06-30 19:00,0.9,0.43
138,포항,2022-06-30 20:00,0.2,0.03
138,포항,2022-07-01 6:00,0.3,0.1
138,포항,2022-07-01 7:00,1,0.68
138,포항,2022-07-01 8:00,1,1.38
138,포항,2022-07-01 9:00,1,2.03
138,포항,2022-07-01 10:00,1,2.49
138,포항,2022-07-01 11:00,1,3.1
138,포항,2022-07-01 12:00,1,3.38
138,포항,2022-07-01 13:00,1,2.86
138,포항,2022-07-01 14:00,1,2.94
138,포항,2022-07-01 15:00,0.9,2.64
138,포항,2022-07-01 16:00,1,2.14
138,포항,2022-07-01 17:00,0.9,1.43
138,포항,2022-07-01 18:00,1,1.21
138,포항,2022-07-01 19:00,1,0.5
138,포항,2022-07-01 20:00,0.2,0.05
138,포항,2022-07-02 6:00,0.5,0.1
138,포항,2022-07-02 7:00,1,0.63
138,포항,2022-07-02 8:00,1,1.28
138,포항,2022-07-02 9:00,1,1.84
138,포항,2022-07-02 10:00,1,2.41
138,포항,2022-07-02 11:00,1,2.88
138,포항,2022-07-02 12:00,1,3.3
138,포항,2022-07-02 13:00,1,3.44
138,포항,2022-07-02 14:00,1,3.3
138,포항,2022-07-02 15:00,1,3.02
138,포항,2022-07-02 16:00,1,2.49
138,포항,2022-07-02 17:00,1,1.79
138,포항,2022-07-02 18:00,1,1.06
138,포항,2022-07-02 19:00,0.3,0.3
138,포항,2022-07-02 20:00,0.1,0.06
138,포항,2022-07-03 6:00,0,0.05
138,포항,2022-07-03 7:00,0.6,0.39
138,포항,2022-07-03 8:00,0.8,1.01
138,포항,2022-07-03 9:00,1,1.93
138,포항,2022-07-03 10:00,1,2
138,포항,2022-07-03 11:00,1,2.5
138,포항,2022-07-03 12:00,0.9,1.84
138,포항,2022-07-03 13:00,0,1.46
138,포항,2022-07-03 14:00,0.9,2.64
138,포항,2022-07-03 15:00,0.8,2.03
138,포항,2022-07-03 16:00,0.8,1.51
138,포항,2022-07-03 17:00,0.7,1.4
138,포항,2022-07-03 18:00,0.2,0.47
138,포항,2022-07-03 19:00,0,0.14
138,포항,2022-07-03 20:00,0,0
138,포항,2022-07-04 6:00,0,0.05
138,포항,2022-07-04 7:00,0.2,0.29
138,포항,2022-07-04 8:00,0.2,0.62
138,포항,2022-07-04 9:00,0.8,1.65
138,포항,2022-07-04 10:00,0.3,0.79
138,포항,2022-07-04 11:00,0,0.38
138,포항,2022-07-04 12:00,0.3,1.1
138,포항,2022-07-04 13:00,0,0.5
138,포항,2022-07-04 14:00,0,0.44
138,포항,2022-07-04 15:00,0.3,0.97
138,포항,2022-07-04 16:00,0.6,1.11
138,포항,2022-07-04 17:00,1,1.57
138,포항,2022-07-04 18:00,1,1.08
138,포항,2022-07-04 19:00,0.9,0.44
138,포항,2022-07-04 20:00,0.2,0.05
138,포항,2022-07-05 6:00,0.3,0.11
138,포항,2022-07-05 7:00,1,0.79
138,포항,2022-07-05 8:00,1,1.07
138,포항,2022-07-05 9:00,0.7,1.38
138,포항,2022-07-05 10:00,0.9,2.08
138,포항,2022-07-05 11:00,0.4,1.36
138,포항,2022-07-05 12:00,1,3.3
138,포항,2022-07-05 13:00,0.8,2.59
138,포항,2022-07-05 14:00,0.9,3.25
138,포항,2022-07-05 15:00,1,3.07
138,포항,2022-07-05 16:00,1,2.51
138,포항,2022-07-05 17:00,1,2.05
138,포항,2022-07-05 18:00,1,1.19
138,포항,2022-07-05 19:00,0.6,0.4
138,포항,2022-07-05 20:00,0.2,0.04
138,포항,2022-07-06 6:00,0,0.03
138,포항,2022-07-06 7:00,0,0.1
138,포항,2022-07-06 8:00,0,0.3
138,포항,2022-07-06 9:00,0,0.46
138,포항,2022-07-06 10:00,0.1,1.13
138,포항,2022-07-06 11:00,0,1.1
138,포항,2022-07-06 12:00,0,1.21
138,포항,2022-07-06 13:00,0.4,2.26
138,포항,2022-07-06 14:00,0.4,2.11
138,포항,2022-07-06 15:00,1,2.41
138,포항,2022-07-06 16:00,1,2.04
138,포항,2022-07-06 17:00,1,1.58
138,포항,2022-07-06 18:00,0.7,0.98
138,포항,2022-07-06 19:00,0.3,0.36
138,포항,2022-07-06 20:00,0,0.03
138,포항,2022-07-07 6:00,0,0.08
138,포항,2022-07-07 7:00,0,0.24
138,포항,2022-07-07 8:00,0.7,0.94
138,포항,2022-07-07 9:00,0.9,1.5
138,포항,2022-07-07 10:00,0.9,2.26
138,포항,2022-07-07 11:00,0.5,1.75
138,포항,2022-07-07 12:00,0.5,1.56
138,포항,2022-07-07 13:00,0.4,1.51
138,포항,2022-07-07 14:00,0.8,2.17
138,포항,2022-07-07 15:00,0.8,2.18
138,포항,2022-07-07 16:00,0.7,1.9
138,포항,2022-07-07 17:00,0.7,1.36
138,포항,2022-07-07 18:00,0.2,0.73
138,포항,2022-07-07 19:00,0.3,0.35
138,포항,2022-07-07 20:00,0,0.05
138,포항,2022-07-08 6:00,0,0.01
138,포항,2022-07-08 7:00,0.6,0.43
138,포항,2022-07-08 8:00,0.8,1.1
138,포항,2022-07-08 9:00,0.5,1.32
138,포항,2022-07-08 10:00,0,0.57
138,포항,2022-07-08 11:00,0,0.1
138,포항,2022-07-08 12:00,0.8,2.53
138,포항,2022-07-08 13:00,1,3.2
138,포항,2022-07-08 14:00,0.4,1.63
138,포항,2022-07-08 15:00,0.8,1.85
138,포항,2022-07-08 16:00,0.7,1.78
138,포항,2022-07-08 17:00,0.4,0.81
138,포항,2022-07-08 18:00,0.1,0.38
138,포항,2022-07-08 19:00,0,0.16
138,포항,2022-07-08 20:00,0,0.01
138,포항,2022-07-09 6:00,0,0.06
138,포항,2022-07-09 7:00,0.9,0.46
138,포항,2022-07-09 8:00,1,1.21
138,포항,2022-07-09 9:00,1,1.82
138,포항,2022-07-09 10:00,0.8,2.14
138,포항,2022-07-09 11:00,0.9,2.52
138,포항,2022-07-09 12:00,0.7,2.67
138,포항,2022-07-09 13:00,1,3.37
138,포항,2022-07-09 14:00,1,3.25
138,포항,2022-07-09 15:00,1,2.78
138,포항,2022-07-09 16:00,0.4,1.16
138,포항,2022-07-09 17:00,0,0.59
138,포항,2022-07-09 18:00,0,0.45
138,포항,2022-07-09 19:00,0,0.16
138,포항,2022-07-09 20:00,0,0.01
138,포항,2022-07-10 6:00,0,0.01
138,포항,2022-07-10 7:00,0,0.12
138,포항,2022-07-10 8:00,0,0.41
138,포항,2022-07-10 9:00,0,0.91
138,포항,2022-07-10 10:00,0,1.25
138,포항,2022-07-10 11:00,0,1.3
138,포항,2022-07-10 12:00,0,1.66
138,포항,2022-07-10 13:00,0,1.59
138,포항,2022-07-10 14:00,0.5,2.5
138,포항,2022-07-10 15:00,1,2.99
138,포항,2022-07-10 16:00,1,2.07
138,포항,2022-07-10 17:00,0.9,1.63
138,포항,2022-07-10 18:00,1,1.04
138,포항,2022-07-10 19:00,0.6,0.38
138,포항,2022-07-10 20:00,0,0.01
138,포항,2022-07-11 6:00,0,0.01
138,포항,2022-07-11 7:00,0,0.08
138,포항,2022-07-11 8:00,0,0.22
138,포항,2022-07-11 9:00,0,0.36
138,포항,2022-07-11 10:00,0,0.35
138,포항,2022-07-11 11:00,0,0.45
138,포항,2022-07-11 12:00,0,0.84
138,포항,2022-07-11 13:00,0,0.85
138,포항,2022-07-11 14:00,0.7,2.16
138,포항,2022-07-11 15:00,1,2.5
138,포항,2022-07-11 16:00,1,2.02
138,포항,2022-07-11 17:00,0.5,1.05
138,포항,2022-07-11 18:00,0.6,0.78
138,포항,2022-07-11 19:00,0,0.24
138,포항,2022-07-11 20:00,0,0
138,포항,2022-07-12 6:00,0,0.05
138,포항,2022-07-12 7:00,0,0.27
138,포항,2022-07-12 8:00,0.5,0.95
138,포항,2022-07-12 9:00,1,1.86
138,포항,2022-07-12 10:00,0.4,2.07
138,포항,2022-07-12 11:00,0.8,2.23
138,포항,2022-07-12 12:00,0.5,2.58
138,포항,2022-07-12 13:00,0.4,2.25
138,포항,2022-07-12 14:00,0.3,2.1
138,포항,2022-07-12 15:00,0,1.5
138,포항,2022-07-12 16:00,0.5,1.68
138,포항,2022-07-12 17:00,0.3,1.21
138,포항,2022-07-12 18:00,0,0.52
138,포항,2022-07-12 19:00,0,0.17
138,포항,2022-07-12 20:00,0,0.01
138,포항,2022-07-13 6:00,0,0.02
138,포항,2022-07-13 7:00,0,0.25
138,포항,2022-07-13 8:00,0,0.5
138,포항,2022-07-13 9:00,0.1,0.99
138,포항,2022-07-13 10:00,0,1.03
138,포항,2022-07-13 11:00,0,1.08
138,포항,2022-07-13 12:00,0,0.55
138,포항,2022-07-13 13:00,0,0.67
138,포항,2022-07-13 14:00,0,0.78
138,포항,2022-07-13 15:00,0,0.38
138,포항,2022-07-13 16:00,0,0.19
138,포항,2022-07-13 17:00,0,0.23
138,포항,2022-07-13 18:00,0,0.08
138,포항,2022-07-13 19:00,0,0.01
138,포항,2022-07-13 20:00,0,0
138,포항,2022-07-14 6:00,0,0.03
138,포항,2022-07-14 7:00,0.4,0.36
138,포항,2022-07-14 8:00,0.3,0.91
138,포항,2022-07-14 9:00,0.2,0.9
138,포항,2022-07-14 10:00,0.4,1.68
138,포항,2022-07-14 11:00,0.5,1.84
138,포항,2022-07-14 12:00,0.4,1.98
138,포항,2022-07-14 13:00,0.7,2.68
138,포항,2022-07-14 14:00,1,2.8
138,포항,2022-07-14 15:00,0.9,2.41
138,포항,2022-07-14 16:00,0.6,1.6
138,포항,2022-07-14 17:00,0.8,1.67
138,포항,2022-07-14 18:00,1,1.15
138,포항,2022-07-14 19:00,0.3,0.32
138,포항,2022-07-14 20:00,0,0.03
138,포항,2022-07-15 6:00,0.3,0.08
138,포항,2022-07-15 7:00,0.7,0.37
138,포항,2022-07-15 8:00,1,0.8
138,포항,2022-07-15 9:00,1,1.78
138,포항,2022-07-15 10:00,1,2.27
138,포항,2022-07-15 11:00,1,3.09
138,포항,2022-07-15 12:00,1,3.02
138,포항,2022-07-15 13:00,0.9,2.72
138,포항,2022-07-15 14:00,1,2.69
138,포항,2022-07-15 15:00,1,2.63
138,포항,2022-07-15 16:00,0.8,1.56
138,포항,2022-07-15 17:00,0.5,0.91
138,포항,2022-07-15 18:00,0.7,0.71
138,포항,2022-07-15 19:00,1,0.4
138,포항,2022-07-15 20:00,0.2,0.04
138,포항,2022-07-16 6:00,0.1,0.04
138,포항,2022-07-16 7:00,1,0.51
138,포항,2022-07-16 8:00,1,1.23
138,포항,2022-07-16 9:00,1,1.92
138,포항,2022-07-16 10:00,1,2.53
138,포항,2022-07-16 11:00,1,2.95
138,포항,2022-07-16 12:00,0.9,2.59
138,포항,2022-07-16 13:00,0.8,2.45
138,포항,2022-07-16 14:00,0.6,1.52
138,포항,2022-07-16 15:00,0.8,2.46
138,포항,2022-07-16 16:00,0.7,1.72
138,포항,2022-07-16 17:00,0.6,1.21
138,포항,2022-07-16 18:00,0.5,0.65
138,포항,2022-07-16 19:00,0,0.05
138,포항,2022-07-16 20:00,0,0
138,포항,2022-07-17 6:00,0,0.08
138,포항,2022-07-17 7:00,0.7,0.43
138,포항,2022-07-17 8:00,1,1.24
138,포항,2022-07-17 9:00,1,1.72
138,포항,2022-07-17 10:00,1,1.93
138,포항,2022-07-17 11:00,1,2.17
138,포항,2022-07-17 12:00,1,2.72
138,포항,2022-07-17 13:00,0.7,2.67
138,포항,2022-07-17 14:00,0.4,1.96
138,포항,2022-07-17 15:00,0.7,2.37
138,포항,2022-07-17 16:00,0.8,1.5
138,포항,2022-07-17 17:00,0.5,1.24
138,포항,2022-07-17 18:00,1,1.28
138,포항,2022-07-17 19:00,0.5,0.36
138,포항,2022-07-17 20:00,0,0.03
138,포항,2022-07-18 6:00,0,0
138,포항,2022-07-18 7:00,0,0
138,포항,2022-07-18 8:00,0,0.06
138,포항,2022-07-18 9:00,0,0.18
138,포항,2022-07-18 10:00,0,0.28
138,포항,2022-07-18 11:00,0,0.24
138,포항,2022-07-18 12:00,0,0.33
138,포항,2022-07-18 13:00,0,0.26
138,포항,2022-07-18 14:00,0,0.29
138,포항,2022-07-18 15:00,0,0.38
138,포항,2022-07-18 16:00,0,0.25
138,포항,2022-07-18 17:00,0,0.26
138,포항,2022-07-18 18:00,0,0.26
138,포항,2022-07-18 19:00,0,0.09
138,포항,2022-07-18 20:00,0,0
138,포항,2022-07-19 6:00,0,0.01
138,포항,2022-07-19 7:00,0,0.24
138,포항,2022-07-19 8:00,0.6,0.84
138,포항,2022-07-19 9:00,0.1,1.17
138,포항,2022-07-19 10:00,0.1,1.66
138,포항,2022-07-19 11:00,0.9,2.77
138,포항,2022-07-19 12:00,1,3.37
138,포항,2022-07-19 13:00,1,3.46
138,포항,2022-07-19 14:00,1,3.29
138,포항,2022-07-19 15:00,1,2.89
138,포항,2022-07-19 16:00,1,2.39
138,포항,2022-07-19 17:00,1,1.79
138,포항,2022-07-19 18:00,1,1
138,포항,2022-07-19 19:00,0.4,0.27
138,포항,2022-07-19 20:00,0,0.02
138,포항,2022-07-20 6:00,0,0.02
138,포항,2022-07-20 7:00,0.1,0.19
138,포항,2022-07-20 8:00,0.2,0.51
138,포항,2022-07-20 9:00,0.8,1.55
138,포항,2022-07-20 10:00,0.7,1.8
138,포항,2022-07-20 11:00,1,2.79
138,포항,2022-07-20 12:00,1,3.23
138,포항,2022-07-20 13:00,1,3.11
138,포항,2022-07-20 14:00,0.8,2.63
138,포항,2022-07-20 15:00,0.9,2.12
138,포항,2022-07-20 16:00,0.7,1.38
138,포항,2022-07-20 17:00,1,1.48
138,포항,2022-07-20 18:00,1,1.06
138,포항,2022-07-20 19:00,0.7,0.33
138,포항,2022-07-20 20:00,0,0.02
138,포항,2022-07-21 6:00,0,0
138,포항,2022-07-21 7:00,0,0.08
138,포항,2022-07-21 8:00,0,0.11
138,포항,2022-07-21 9:00,0,0.62
138,포항,2022-07-21 10:00,0.2,1.16
138,포항,2022-07-21 11:00,0.4,1.63
138,포항,2022-07-21 12:00,0.8,2.56
138,포항,2022-07-21 13:00,0.3,2.31
138,포항,2022-07-21 14:00,0.4,2.06
138,포항,2022-07-21 15:00,0.8,2.82
138,포항,2022-07-21 16:00,0.2,1.55
138,포항,2022-07-21 17:00,0.1,0.73
138,포항,2022-07-21 18:00,0,0.2
138,포항,2022-07-21 19:00,0,0.1
138,포항,2022-07-21 20:00,0,0
138,포항,2022-07-22 6:00,0,0.01
138,포항,2022-07-22 7:00,0.4,0.28
138,포항,2022-07-22 8:00,0.2,0.44
138,포항,2022-07-22 9:00,0.3,0.68
138,포항,2022-07-22 10:00,0,0.33
138,포항,2022-07-22 11:00,0,0.37
138,포항,2022-07-22 12:00,0.4,1.54
138,포항,2022-07-22 13:00,0.1,1.06
138,포항,2022-07-22 14:00,0,0.49
138,포항,2022-07-22 15:00,0,0.34
138,포항,2022-07-22 16:00,0,0.23
138,포항,2022-07-22 17:00,0,0.21
138,포항,2022-07-22 18:00,0,0.23
138,포항,2022-07-22 19:00,0,0.09
138,포항,2022-07-22 20:00,0,0.02
138,포항,2022-07-23 6:00,0,0.01
138,포항,2022-07-23 7:00,0,0.12
138,포항,2022-07-23 8:00,0,0.16
138,포항,2022-07-23 9:00,0,0.43
138,포항,2022-07-23 10:00,0,0.75
138,포항,2022-07-23 11:00,0,0.71
138,포항,2022-07-23 12:00,0,0.71
138,포항,2022-07-23 13:00,0,0.61
138,포항,2022-07-23 14:00,0,1.12
138,포항,2022-07-23 15:00,0.1,1.27
138,포항,2022-07-23 16:00,0,0.66
138,포항,2022-07-23 17:00,0,0.48
138,포항,2022-07-23 18:00,0,0.3
138,포항,2022-07-23 19:00,0,0.14
138,포항,2022-07-23 20:00,0,0.01
138,포항,2022-07-24 6:00,0,0
138,포항,2022-07-24 7:00,0,0.02
138,포항,2022-07-24 8:00,0,0.04
138,포항,2022-07-24 9:00,0,0.07
138,포항,2022-07-24 10:00,0,0.54
138,포항,2022-07-24 11:00,0.1,1.05
138,포항,2022-07-24 12:00,0.4,1.62
138,포항,2022-07-24 13:00,0.9,3.16
138,포항,2022-07-24 14:00,0.8,2.67
138,포항,2022-07-24 15:00,1,2.84
138,포항,2022-07-24 16:00,1,2.21
138,포항,2022-07-24 17:00,0.5,0.92
138,포항,2022-07-24 18:00,1,0.97
138,포항,2022-07-24 19:00,0.4,0.26
138,포항,2022-07-24 20:00,0,0.03
138,포항,2022-07-25 6:00,0,0
138,포항,2022-07-25 7:00,0,0.05
138,포항,2022-07-25 8:00,0,0.46
138,포항,2022-07-25 9:00,0,0.61
138,포항,2022-07-25 10:00,0,0.67
138,포항,2022-07-25 11:00,0,1.17
138,포항,2022-07-25 12:00,0,1.61
138,포항,2022-07-25 13:00,0.8,2.96
138,포항,2022-07-25 14:00,1,3.33
138,포항,2022-07-25 15:00,1,2.67
138,포항,2022-07-25 16:00,0.2,1.35
138,포항,2022-07-25 17:00,0.5,1.16
138,포항,2022-07-25 18:00,0.5,0.65
138,포항,2022-07-25 19:00,0.2,0.27
138,포항,2022-07-25 20:00,0,0.03
138,포항,2022-07-26 6:00,0,0
138,포항,2022-07-26 7:00,0,0.03
138,포항,2022-07-26 8:00,0,0.14
138,포항,2022-07-26 9:00,0,0.52
138,포항,2022-07-26 10:00,0,0.87
138,포항,2022-07-26 11:00,0,1
138,포항,2022-07-26 12:00,0.2,1.69
138,포항,2022-07-26 13:00,0.5,2.37
138,포항,2022-07-26 14:00,0.5,2.17
138,포항,2022-07-26 15:00,1,2.7
138,포항,2022-07-26 16:00,1,2.53
138,포항,2022-07-26 17:00,0.1,1.02
138,포항,2022-07-26 18:00,0,0.51
138,포항,2022-07-26 19:00,0,0.22
138,포항,2022-07-26 20:00,0,0.01
138,포항,2022-07-27 6:00,0,0.03
138,포항,2022-07-27 7:00,0,0.2
138,포항,2022-07-27 8:00,0.1,0.43
138,포항,2022-07-27 9:00,0,0.48
138,포항,2022-07-27 10:00,0,0.56
138,포항,2022-07-27 11:00,0.3,1.61
138,포항,2022-07-27 12:00,0.7,2.38
138,포항,2022-07-27 13:00,0.4,2.12
138,포항,2022-07-27 14:00,0.1,1.87
138,포항,2022-07-27 15:00,0.6,2.14
138,포항,2022-07-27 16:00,0,0.82
138,포항,2022-07-27 17:00,0,0.99
138,포항,2022-07-27 18:00,0.1,0.56
138,포항,2022-07-27 19:00,0,0.25
138,포항,2022-07-27 20:00,0,0.02
138,포항,2022-07-28 6:00,0,0
138,포항,2022-07-28 7:00,0,0.07
138,포항,2022-07-28 8:00,0,0.14
138,포항,2022-07-28 9:00,0,0.17
