지점,지점명,일시,일조(hr),일사(MJ/m2)
138,포항,2021-01-01 8:00,0.1,0.02
138,포항,2021-01-01 9:00,0.9,0.38
138,포항,2021-01-01 10:00,1,1.03
138,포항,2021-01-01 11:00,1,1.53
138,포항,2021-01-01 12:00,1,1.81
138,포항,2021-01-01 13:00,1,1.86
138,포항,2021-01-01 14:00,0.9,1.44
138,포항,2021-01-01 15:00,0.9,1.1
138,포항,2021-01-01 16:00,1,0.72
138,포항,2021-01-01 17:00,0.7,0.29
138,포항,2021-01-01 18:00,0,0
138,포항,2021-01-02 8:00,0.1,0.02
138,포항,2021-01-02 9:00,1,0.35
138,포항,2021-01-02 10:00,1,0.96
138,포항,2021-01-02 11:00,1,1.45
138,포항,2021-01-02 12:00,1,1.76
138,포항,2021-01-02 13:00,1,1.83
138,포항,2021-01-02 14:00,1,1.73
138,포항,2021-01-02 15:00,1,1.44
138,포항,2021-01-02 16:00,1,0.92
138,포항,2021-01-02 17:00,0.7,0.31
138,포항,2021-01-02 18:00,0,0.01
138,포항,2021-01-03 8:00,0,0.01
138,포항,2021-01-03 9:00,0.3,0.26
138,포항,2021-01-03 10:00,1,1.05
138,포항,2021-01-03 11:00,1,1.66
138,포항,2021-01-03 12:00,1,1.8
138,포항,2021-01-03 13:00,1,1.51
138,포항,2021-01-03 14:00,0.9,1.16
138,포항,2021-01-03 15:00,0.6,0.9
138,포항,2021-01-03 16:00,0.7,0.73
138,포항,2021-01-03 17:00,0.2,0.25
138,포항,2021-01-03 18:00,0,0.01
138,포항,2021-01-04 8:00,0.1,0.03
138,포항,2021-01-04 9:00,1,0.4
138,포항,2021-01-04 10:00,1,0.94
138,포항,2021-01-04 11:00,1,1.41
138,포항,2021-01-04 12:00,1,1.68
138,포항,2021-01-04 13:00,1,1.8
138,포항,2021-01-04 14:00,1,1.66
138,포항,2021-01-04 15:00,1,1.33
138,포항,2021-01-04 16:00,1,0.83
138,포항,2021-01-04 17:00,0.8,0.29
138,포항,2021-01-04 18:00,0,0.01
138,포항,2021-01-05 8:00,0,0.01
138,포항,2021-01-05 9:00,0.9,0.31
138,포항,2021-01-05 10:00,1,0.77
138,포항,2021-01-05 11:00,1,1.26
138,포항,2021-01-05 12:00,0.9,1.33
138,포항,2021-01-05 13:00,1,1.76
138,포항,2021-01-05 14:00,0.6,1.08
138,포항,2021-01-05 15:00,0.8,0.98
138,포항,2021-01-05 16:00,0.3,0.53
138,포항,2021-01-05 17:00,0,0.24
138,포항,2021-01-05 18:00,0,0
138,포항,2021-01-06 8:00,0.1,0.02
138,포항,2021-01-06 9:00,0.9,0.38
138,포항,2021-01-06 10:00,1,1.11
138,포항,2021-01-06 11:00,1,1.61
138,포항,2021-01-06 12:00,1,1.9
138,포항,2021-01-06 13:00,1,1.85
138,포항,2021-01-06 14:00,1,1.85
138,포항,2021-01-06 15:00,1,1.52
138,포항,2021-01-06 16:00,1,0.98
138,포항,2021-01-06 17:00,0.8,0.35
138,포항,2021-01-06 18:00,0,0.01
138,포항,2021-01-07 8:00,0.1,0.02
138,포항,2021-01-07 9:00,1,0.39
138,포항,2021-01-07 10:00,1,1.1
138,포항,2021-01-07 11:00,1,1.64
138,포항,2021-01-07 12:00,1,1.97
138,포항,2021-01-07 13:00,1,2.09
138,포항,2021-01-07 14:00,1,1.95
138,포항,2021-01-07 15:00,1,1.59
138,포항,2021-01-07 16:00,1,1.06
138,포항,2021-01-07 17:00,0.9,0.41
138,포항,2021-01-07 18:00,0,0.01
138,포항,2021-01-08 8:00,0.1,0.02
138,포항,2021-01-08 9:00,0.9,0.39
138,포항,2021-01-08 10:00,1,1.12
138,포항,2021-01-08 11:00,1,1.64
138,포항,2021-01-08 12:00,1,1.95
138,포항,2021-01-08 13:00,1,2.04
138,포항,2021-01-08 14:00,1,1.92
138,포항,2021-01-08 15:00,1,1.56
138,포항,2021-01-08 16:00,1,1.04
138,포항,2021-01-08 17:00,0.9,0.39
138,포항,2021-01-08 18:00,0,0.01
138,포항,2021-01-09 8:00,0.1,0.02
138,포항,2021-01-09 9:00,1,0.35
138,포항,2021-01-09 10:00,1,1.09
138,포항,2021-01-09 11:00,1,1.6
138,포항,2021-01-09 12:00,1,1.92
138,포항,2021-01-09 13:00,1,2.04
138,포항,2021-01-09 14:00,1,1.89
138,포항,2021-01-09 15:00,1,1.53
138,포항,2021-01-09 16:00,1,0.99
138,포항,2021-01-09 17:00,0.9,0.38
138,포항,2021-01-09 18:00,0,0.01
138,포항,2021-01-10 8:00,0.1,0.02
138,포항,2021-01-10 9:00,1,0.36
138,포항,2021-01-10 10:00,1,1.08
138,포항,2021-01-10 11:00,1,1.61
138,포항,2021-01-10 12:00,1,1.93
138,포항,2021-01-10 13:00,1,2.01
138,포항,2021-01-10 14:00,1,1.88
138,포항,2021-01-10 15:00,1,1.54
138,포항,2021-01-10 16:00,1,1.01
138,포항,2021-01-10 17:00,0.9,0.39
138,포항,2021-01-10 18:00,0,0.01
138,포항,2021-01-11 8:00,0,0.01
138,포항,2021-01-11 9:00,0.4,0.32
138,포항,2021-01-11 10:00,1,1.07
138,포항,2021-01-11 11:00,0.7,1.15
138,포항,2021-01-11 12:00,0,0.92
138,포항,2021-01-11 13:00,0,0.74
138,포항,2021-01-11 14:00,0,0.55
138,포항,2021-01-11 15:00,0,0.44
138,포항,2021-01-11 16:00,0,0.34
138,포항,2021-01-11 17:00,0,0.15
138,포항,2021-01-11 18:00,0,0.01
138,포항,2021-01-12 8:00,0.1,0.02
138,포항,2021-01-12 9:00,0.9,0.38
138,포항,2021-01-12 10:00,1,1.04
138,포항,2021-01-12 11:00,1,1.55
138,포항,2021-01-12 12:00,1,1.86
138,포항,2021-01-12 13:00,1,1.97
138,포항,2021-01-12 14:00,1,1.86
138,포항,2021-01-12 15:00,1,1.54
138,포항,2021-01-12 16:00,1,0.98
138,포항,2021-01-12 17:00,0.9,0.37
138,포항,2021-01-12 18:00,0,0.01
138,포항,2021-01-13 8:00,0,0.02
138,포항,2021-01-13 9:00,0.8,0.33
138,포항,2021-01-13 10:00,1,0.9
138,포항,2021-01-13 11:00,1,1.37
138,포항,2021-01-13 12:00,1,1.69
138,포항,2021-01-13 13:00,1,1.79
138,포항,2021-01-13 14:00,1,1.7
138,포항,2021-01-13 15:00,1,1.4
138,포항,2021-01-13 16:00,1,0.86
138,포항,2021-01-13 17:00,0.7,0.32
138,포항,2021-01-13 18:00,0,0.02
138,포항,2021-01-14 8:00,0,0.02
138,포항,2021-01-14 9:00,1,0.37
138,포항,2021-01-14 10:00,1,1
138,포항,2021-01-14 11:00,1,1.51
138,포항,2021-01-14 12:00,1,1.83
138,포항,2021-01-14 13:00,1,1.92
138,포항,2021-01-14 14:00,1,1.73
138,포항,2021-01-14 15:00,1,1.47
138,포항,2021-01-14 16:00,1,0.92
138,포항,2021-01-14 17:00,1,0.37
138,포항,2021-01-14 18:00,0,0.02
138,포항,2021-01-15 8:00,0,0.04
138,포항,2021-01-15 9:00,0.8,0.33
138,포항,2021-01-15 10:00,1,0.99
138,포항,2021-01-15 11:00,1,1.33
138,포항,2021-01-15 12:00,1,1.62
138,포항,2021-01-15 13:00,1,1.95
138,포항,2021-01-15 14:00,1,1.59
138,포항,2021-01-15 15:00,1,1.04
138,포항,2021-01-15 16:00,0.3,0.62
138,포항,2021-01-15 17:00,0.3,0.29
138,포항,2021-01-15 18:00,0,0.02
138,포항,2021-01-16 8:00,0,0.02
138,포항,2021-01-16 9:00,0.8,0.33
138,포항,2021-01-16 10:00,1,0.91
138,포항,2021-01-16 11:00,1,1.47
138,포항,2021-01-16 12:00,1,1.84
138,포항,2021-01-16 13:00,1,1.96
138,포항,2021-01-16 14:00,1,1.89
138,포항,2021-01-16 15:00,1,1.51
138,포항,2021-01-16 16:00,1,1
138,포항,2021-01-16 17:00,0.9,0.39
138,포항,2021-01-16 18:00,0,0.02
138,포항,2021-01-17 8:00,0.1,0.01
138,포항,2021-01-17 9:00,0.8,0.28
138,포항,2021-01-17 10:00,1,1.07
138,포항,2021-01-17 11:00,1,1.72
138,포항,2021-01-17 12:00,1,2.06
138,포항,2021-01-17 13:00,1,2.17
138,포항,2021-01-17 14:00,1,2.04
138,포항,2021-01-17 15:00,1,1.69
138,포항,2021-01-17 16:00,1,1.15
138,포항,2021-01-17 17:00,1,0.49
138,포항,2021-01-17 18:00,0,0.02
138,포항,2021-01-18 8:00,0,0
138,포항,2021-01-18 9:00,0.8,0.3
138,포항,2021-01-18 10:00,1,0.94
138,포항,2021-01-18 11:00,0.8,1.31
138,포항,2021-01-18 12:00,0.8,1.19
138,포항,2021-01-18 13:00,0.6,1.22
138,포항,2021-01-18 14:00,0.6,1.26
138,포항,2021-01-18 15:00,1,1.34
138,포항,2021-01-18 16:00,0.5,0.5
138,포항,2021-01-18 17:00,0,0.12
138,포항,2021-01-18 18:00,0,0.03
138,포항,2021-01-19 8:00,0,0.02
138,포항,2021-01-19 9:00,1,0.4
138,포항,2021-01-19 10:00,1,1.13
138,포항,2021-01-19 11:00,1,1.65
138,포항,2021-01-19 12:00,1,1.98
138,포항,2021-01-19 13:00,1,2.09
138,포항,2021-01-19 14:00,1,1.97
138,포항,2021-01-19 15:00,1,1.63
138,포항,2021-01-19 16:00,1,1.1
138,포항,2021-01-19 17:00,1,0.48
138,포항,2021-01-19 18:00,0,0.03
138,포항,2021-01-20 8:00,0,0.02
138,포항,2021-01-20 9:00,1,0.44
138,포항,2021-01-20 10:00,1,1.06
138,포항,2021-01-20 11:00,1,1.58
138,포항,2021-01-20 12:00,1,1.92
138,포항,2021-01-20 13:00,1,2.01
138,포항,2021-01-20 14:00,1,1.9
138,포항,2021-01-20 15:00,1,1.56
138,포항,2021-01-20 16:00,1,1.03
138,포항,2021-01-20 17:00,1,0.45
138,포항,2021-01-20 18:00,0,0.03
138,포항,2021-01-21 8:00,0.1,0.03
138,포항,2021-01-21 9:00,1,0.46
138,포항,2021-01-21 10:00,1,1.07
138,포항,2021-01-21 11:00,1,1.56
138,포항,2021-01-21 12:00,1,1.9
138,포항,2021-01-21 13:00,1,2.04
138,포항,2021-01-21 14:00,1,1.66
138,포항,2021-01-21 15:00,0.2,0.56
138,포항,2021-01-21 16:00,0.2,0.43
138,포항,2021-01-21 17:00,0.1,0.31
138,포항,2021-01-21 18:00,0,0.01
138,포항,2021-01-22 8:00,0,0
138,포항,2021-01-22 9:00,0,0.01
138,포항,2021-01-22 10:00,0,0.1
138,포항,2021-01-22 11:00,0,0.31
138,포항,2021-01-22 12:00,0,0.71
138,포항,2021-01-22 13:00,0,0.63
138,포항,2021-01-22 14:00,0.4,0.91
138,포항,2021-01-22 15:00,0,0.53
138,포항,2021-01-22 16:00,0,0.35
138,포항,2021-01-22 17:00,0,0.17
138,포항,2021-01-22 18:00,0,0.01
138,포항,2021-01-23 8:00,0,0
138,포항,2021-01-23 9:00,0,0.01
138,포항,2021-01-23 10:00,0,0.06
138,포항,2021-01-23 11:00,0,0.13
138,포항,2021-01-23 12:00,0,0.13
138,포항,2021-01-23 13:00,0,0.1
138,포항,2021-01-23 14:00,0,0.07
138,포항,2021-01-23 15:00,0,0.06
138,포항,2021-01-23 16:00,0,0.04
138,포항,2021-01-23 17:00,0,0.01
138,포항,2021-01-23 18:00,0,0
138,포항,2021-01-24 8:00,0,0
138,포항,2021-01-24 9:00,0,0.02
138,포항,2021-01-24 10:00,0,0.17
138,포항,2021-01-24 11:00,0,0.33
138,포항,2021-01-24 12:00,0,0.57
138,포항,2021-01-24 13:00,0,0.6
138,포항,2021-01-24 14:00,0.3,0.88
138,포항,2021-01-24 15:00,0.4,0.84
138,포항,2021-01-24 16:00,0.6,0.76
138,포항,2021-01-24 17:00,0.2,0.31
138,포항,2021-01-24 18:00,0,0
138,포항,2021-01-25 8:00,0,0.02
138,포항,2021-01-25 9:00,0,0.21
138,포항,2021-01-25 10:00,0.5,0.67
138,포항,2021-01-25 11:00,0.5,1.02
138,포항,2021-01-25 12:00,0.3,1.19
138,포항,2021-01-25 13:00,0.4,1.17
138,포항,2021-01-25 14:00,0.4,0.99
138,포항,2021-01-25 15:00,0.6,0.89
138,포항,2021-01-25 16:00,0.4,0.62
138,포항,2021-01-25 17:00,0.1,0.29
138,포항,2021-01-25 18:00,0,0.03
138,포항,2021-01-26 8:00,0,0
138,포항,2021-01-26 9:00,0,0.1
138,포항,2021-01-26 10:00,0,0.17
138,포항,2021-01-26 11:00,0,0.27
138,포항,2021-01-26 12:00,0,0.39
138,포항,2021-01-26 13:00,0,0.36
138,포항,2021-01-26 14:00,0,0.23
138,포항,2021-01-26 15:00,0,0.24
138,포항,2021-01-26 16:00,0,0.23
138,포항,2021-01-26 17:00,0,0.07
138,포항,2021-01-26 18:00,0,0
138,포항,2021-01-27 8:00,0.1,0.04
138,포항,2021-01-27 9:00,0.8,0.47
138,포항,2021-01-27 10:00,1,1.03
138,포항,2021-01-27 11:00,1,1.72
138,포항,2021-01-27 12:00,1,2.03
138,포항,2021-01-27 13:00,1,2.18
138,포항,2021-01-27 14:00,1,2.07
138,포항,2021-01-27 15:00,1,1.77
138,포항,2021-01-27 16:00,1,1.16
138,포항,2021-01-27 17:00,0.9,0.52
138,포항,2021-01-27 18:00,0,0.07
138,포항,2021-01-28 8:00,0,0.03
138,포항,2021-01-28 9:00,0,0.27
138,포항,2021-01-28 10:00,0.9,0.91
138,포항,2021-01-28 11:00,1,1.59
138,포항,2021-01-28 12:00,1,1.95
138,포항,2021-01-28 13:00,1,2.09
138,포항,2021-01-28 14:00,1,1.97
138,포항,2021-01-28 15:00,0.5,1.01
138,포항,2021-01-28 16:00,0.2,0.53
138,포항,2021-01-28 17:00,0.4,0.31
138,포항,2021-01-28 18:00,0,0.05
138,포항,2021-01-29 8:00,0.4,0.05
138,포항,2021-01-29 9:00,1,0.56
138,포항,2021-01-29 10:00,1,1.27
138,포항,2021-01-29 11:00,1,1.82
138,포항,2021-01-29 12:00,1,2.18
138,포항,2021-01-29 13:00,1,2.32
138,포항,2021-01-29 14:00,1,2.2
138,포항,2021-01-29 15:00,1,1.84
138,포항,2021-01-29 16:00,1,1.31
138,포항,2021-01-29 17:00,1,0.66
138,포항,2021-01-29 18:00,0.3,0.08
138,포항,2021-01-30 8:00,0,0.04
138,포항,2021-01-30 9:00,1,0.48
138,포항,2021-01-30 10:00,1,1.11
138,포항,2021-01-30 11:00,1,1.6
138,포항,2021-01-30 12:00,1,1.83
138,포항,2021-01-30 13:00,0.9,1.6
138,포항,2021-01-30 14:00,1,1.71
138,포항,2021-01-30 15:00,0.7,1.26
138,포항,2021-01-30 16:00,0.3,0.46
138,포항,2021-01-30 17:00,0,0.23
138,포항,2021-01-30 18:00,0,0.04
138,포항,2021-01-31 8:00,0.3,0.05
138,포항,2021-01-31 9:00,1,0.57
138,포항,2021-01-31 10:00,1,1.21
138,포항,2021-01-31 11:00,1,1.76
138,포항,2021-01-31 12:00,1,2.08
138,포항,2021-01-31 13:00,1,2.16
138,포항,2021-01-31 14:00,1,1.98
138,포항,2021-01-31 15:00,1,1.69
138,포항,2021-01-31 16:00,1,1.17
138,포항,2021-01-31 17:00,1,0.51
138,포항,2021-01-31 18:00,0.2,0.08
138,포항,2021-02-01 8:00,0,0
138,포항,2021-02-01 9:00,0,0.14
138,포항,2021-02-01 10:00,0,0.4
138,포항,2021-02-01 11:00,0.6,0.96
138,포항,2021-02-01 12:00,0.9,1.62
138,포항,2021-02-01 13:00,0.3,1.29
138,포항,2021-02-01 14:00,0,0.76
138,포항,2021-02-01 15:00,0,0.48
138,포항,2021-02-01 16:00,0,0.54
138,포항,2021-02-01 17:00,0,0.29
138,포항,2021-02-01 18:00,0,0.06
138,포항,2021-02-02 8:00,0.4,0.06
138,포항,2021-02-02 9:00,1,0.63
138,포항,2021-02-02 10:00,1,1.34
138,포항,2021-02-02 11:00,1,1.9
138,포항,2021-02-02 12:00,1,2.25
138,포항,2021-02-02 13:00,1,2.42
138,포항,2021-02-02 14:00,1,2.27
138,포항,2021-02-02 15:00,1,1.93
138,포항,2021-02-02 16:00,1,1.39
138,포항,2021-02-02 17:00,1,0.72
138,포항,2021-02-02 18:00,0.4,0.12
138,포항,2021-02-03 8:00,0.4,0.07
138,포항,2021-02-03 9:00,1,0.59
138,포항,2021-02-03 10:00,1,1.27
138,포항,2021-02-03 11:00,1,1.84
138,포항,2021-02-03 12:00,1,2.21
138,포항,2021-02-03 13:00,1,2.35
138,포항,2021-02-03 14:00,1,2.25
138,포항,2021-02-03 15:00,1,1.91
138,포항,2021-02-03 16:00,1,1.36
138,포항,2021-02-03 17:00,1,0.71
138,포항,2021-02-03 18:00,0.4,0.12
138,포항,2021-02-04 8:00,0.3,0.06
138,포항,2021-02-04 9:00,1,0.62
138,포항,2021-02-04 10:00,1,1.3
138,포항,2021-02-04 11:00,1,1.86
138,포항,2021-02-04 12:00,1,2.24
138,포항,2021-02-04 13:00,1,2.39
138,포항,2021-02-04 14:00,1,2.29
138,포항,2021-02-04 15:00,1,1.95
138,포항,2021-02-04 16:00,1,1.41
138,포항,2021-02-04 17:00,1,0.75
138,포항,2021-02-04 18:00,0.4,0.14
138,포항,2021-02-05 8:00,0.1,0.08
138,포항,2021-02-05 9:00,0.6,0.6
138,포항,2021-02-05 10:00,1,1.22
138,포항,2021-02-05 11:00,1,1.34
138,포항,2021-02-05 12:00,1,1.77
138,포항,2021-02-05 13:00,0.9,1.54
138,포항,2021-02-05 14:00,1,1.73
138,포항,2021-02-05 15:00,0.8,1.49
138,포항,2021-02-05 16:00,0.4,0.89
138,포항,2021-02-05 17:00,0.9,0.55
138,포항,2021-02-05 18:00,0,0.1
138,포항,2021-02-06 8:00,0.3,0.07
138,포항,2021-02-06 9:00,1,0.53
138,포항,2021-02-06 10:00,1,1.18
138,포항,2021-02-06 11:00,1,1.73
138,포항,2021-02-06 12:00,1,2.01
138,포항,2021-02-06 13:00,1,2.13
138,포항,2021-02-06 14:00,1,2.03
138,포항,2021-02-06 15:00,1,1.71
138,포항,2021-02-06 16:00,1,1.21
138,포항,2021-02-06 17:00,1,0.59
138,포항,2021-02-06 18:00,0.3,0.11
138,포항,2021-02-07 8:00,0,0.05
138,포항,2021-02-07 9:00,0.8,0.44
138,포항,2021-02-07 10:00,1,1.04
138,포항,2021-02-07 11:00,1,1.63
138,포항,2021-02-07 12:00,1,1.97
138,포항,2021-02-07 13:00,1,2.08
138,포항,2021-02-07 14:00,1,1.85
138,포항,2021-02-07 15:00,1,1.62
138,포항,2021-02-07 16:00,1,1.15
138,포항,2021-02-07 17:00,1,0.53
138,포항,2021-02-07 18:00,0,0.1
138,포항,2021-02-08 8:00,0.4,0.08
138,포항,2021-02-08 9:00,1,0.69
138,포항,2021-02-08 10:00,1,1.36
138,포항,2021-02-08 11:00,1,1.89
138,포항,2021-02-08 12:00,1,2.28
138,포항,2021-02-08 13:00,1,2.45
138,포항,2021-02-08 14:00,1,2.33
138,포항,2021-02-08 15:00,1,2.01
138,포항,2021-02-08 16:00,1,1.48
138,포항,2021-02-08 17:00,1,0.8
138,포항,2021-02-08 18:00,0.5,0.16
138,포항,2021-02-09 8:00,0.5,0.1
138,포항,2021-02-09 9:00,1,0.7
138,포항,2021-02-09 10:00,1,1.39
138,포항,2021-02-09 11:00,1,1.94
138,포항,2021-02-09 12:00,1,2.3
138,포항,2021-02-09 13:00,1,2.42
138,포항,2021-02-09 14:00,1,2.35
138,포항,2021-02-09 15:00,1,2
138,포항,2021-02-09 16:00,1,1.49
138,포항,2021-02-09 17:00,1,0.8
138,포항,2021-02-09 18:00,0.6,0.17
138,포항,2021-02-10 8:00,0.1,0.11
138,포항,2021-02-10 9:00,1,0.59
138,포항,2021-02-10 10:00,1,1.2
138,포항,2021-02-10 11:00,1,1.73
138,포항,2021-02-10 12:00,1,2.09
138,포항,2021-02-10 13:00,1,2.21
138,포항,2021-02-10 14:00,1,2.11
138,포항,2021-02-10 15:00,1,1.81
138,포항,2021-02-10 16:00,1,1.36
138,포항,2021-02-10 17:00,1,0.74
138,포항,2021-02-10 18:00,0.5,0.15
138,포항,2021-02-11 8:00,0,0.08
138,포항,2021-02-11 9:00,0.8,0.57
138,포항,2021-02-11 10:00,1,1.05
138,포항,2021-02-11 11:00,1,1.46
138,포항,2021-02-11 12:00,1,1.86
138,포항,2021-02-11 13:00,1,1.88
138,포항,2021-02-11 14:00,1,1.74
138,포항,2021-02-11 15:00,1,1.39
138,포항,2021-02-11 16:00,0.5,0.9
138,포항,2021-02-11 17:00,0,0.45
138,포항,2021-02-11 18:00,0,0.1
138,포항,2021-02-11 19:00,0,0
138,포항,2021-02-12 8:00,0,0.08
138,포항,2021-02-12 9:00,0,0.46
138,포항,2021-02-12 10:00,0.5,0.7
138,포항,2021-02-12 11:00,1,2.02
138,포항,2021-02-12 12:00,1,1.88
138,포항,2021-02-12 13:00,1,2.45
138,포항,2021-02-12 14:00,1,2.26
138,포항,2021-02-12 15:00,1,1.92
138,포항,2021-02-12 16:00,1,1.38
138,포항,2021-02-12 17:00,1,0.72
138,포항,2021-02-12 18:00,0.5,0.16
138,포항,2021-02-12 19:00,0,0
138,포항,2021-02-13 8:00,0.4,0.09
138,포항,2021-02-13 9:00,1,0.67
138,포항,2021-02-13 10:00,0.9,1.17
138,포항,2021-02-13 11:00,1,1.88
138,포항,2021-02-13 12:00,1,2.27
138,포항,2021-02-13 13:00,1,2.39
138,포항,2021-02-13 14:00,1,2.28
138,포항,2021-02-13 15:00,1,1.94
138,포항,2021-02-13 16:00,1,1.39
138,포항,2021-02-13 17:00,1,0.73
138,포항,2021-02-13 18:00,0.6,0.17
138,포항,2021-02-13 19:00,0,0
138,포항,2021-02-14 8:00,0,0.04
138,포항,2021-02-14 9:00,0,0.17
138,포항,2021-02-14 10:00,0,0.41
138,포항,2021-02-14 11:00,0,0.45
138,포항,2021-02-14 12:00,0.5,1.2
138,포항,2021-02-14 13:00,0,0.47
138,포항,2021-02-14 14:00,0,0.73
138,포항,2021-02-14 15:00,0,0.46
138,포항,2021-02-14 16:00,0,0.39
138,포항,2021-02-14 17:00,0,0.27
138,포항,2021-02-14 18:00,0,0.05
138,포항,2021-02-14 19:00,0,0
138,포항,2021-02-15 8:00,0.3,0.11
138,포항,2021-02-15 9:00,0.7,0.56
138,포항,2021-02-15 10:00,1,1.33
138,포항,2021-02-15 11:00,1,1.81
138,포항,2021-02-15 12:00,1,2.19
138,포항,2021-02-15 13:00,1,1.77
138,포항,2021-02-15 14:00,1,2.22
138,포항,2021-02-15 15:00,1,2.01
138,포항,2021-02-15 16:00,1,1.55
138,포항,2021-02-15 17:00,1,0.88
138,포항,2021-02-15 18:00,0.8,0.22
138,포항,2021-02-15 19:00,0,0
138,포항,2021-02-16 8:00,0.5,0.13
138,포항,2021-02-16 9:00,1,0.76
138,포항,2021-02-16 10:00,1,1.44
138,포항,2021-02-16 11:00,1,1.99
138,포항,2021-02-16 12:00,1,2.36
138,포항,2021-02-16 13:00,1,2.46
138,포항,2021-02-16 14:00,1,2.32
138,포항,2021-02-16 15:00,1,1.96
138,포항,2021-02-16 16:00,0.9,1.12
138,포항,2021-02-16 17:00,0,0.38
138,포항,2021-02-16 18:00,0,0.08
138,포항,2021-02-16 19:00,0,0
138,포항,2021-02-17 8:00,0.6,0.16
138,포항,2021-02-17 9:00,1,0.82
138,포항,2021-02-17 10:00,1,1.42
138,포항,2021-02-17 11:00,1,1.97
138,포항,2021-02-17 12:00,1,2.44
138,포항,2021-02-17 13:00,1,2.66
138,포항,2021-02-17 14:00,1,2.57
138,포항,2021-02-17 15:00,1,2.2
138,포항,2021-02-17 16:00,1,1.64
138,포항,2021-02-17 17:00,1,0.93
138,포항,2021-02-17 18:00,0.8,0.26
138,포항,2021-02-17 19:00,0,0
138,포항,2021-02-18 8:00,0.5,0.15
138,포항,2021-02-18 9:00,1,0.82
138,포항,2021-02-18 10:00,1,1.52
138,포항,2021-02-18 11:00,1,2.1
138,포항,2021-02-18 12:00,1,2.49
138,포항,2021-02-18 13:00,1,2.62
138,포항,2021-02-18 14:00,1,2.52
138,포항,2021-02-18 15:00,1,2.16
138,포항,2021-02-18 16:00,1,1.61
138,포항,2021-02-18 17:00,1,0.92
138,포항,2021-02-18 18:00,0.8,0.25
138,포항,2021-02-18 19:00,0,0
138,포항,2021-02-19 8:00,0.7,0.17
138,포항,2021-02-19 9:00,1,0.85
138,포항,2021-02-19 10:00,1,1.55
138,포항,2021-02-19 11:00,1,2.1
138,포항,2021-02-19 12:00,1,2.49
138,포항,2021-02-19 13:00,1,2.56
138,포항,2021-02-19 14:00,1,2.47
138,포항,2021-02-19 15:00,1,2.15
138,포항,2021-02-19 16:00,1,1.57
138,포항,2021-02-19 17:00,1,0.9
138,포항,2021-02-19 18:00,0.8,0.24
138,포항,2021-02-19 19:00,0,0
138,포항,2021-02-20 8:00,0.2,0.11
138,포항,2021-02-20 9:00,1,0.61
138,포항,2021-02-20 10:00,1,1.27
138,포항,2021-02-20 11:00,1,1.85
138,포항,2021-02-20 12:00,1,2.2
138,포항,2021-02-20 13:00,1,2.29
138,포항,2021-02-20 14:00,1,2.2
138,포항,2021-02-20 15:00,1,1.87
138,포항,2021-02-20 16:00,1,1.3
138,포항,2021-02-20 17:00,1,0.74
138,포항,2021-02-20 18:00,0.5,0.2
138,포항,2021-02-20 19:00,0,0
138,포항,2021-02-21 8:00,0,0.06
138,포항,2021-02-21 9:00,0.6,0.52
138,포항,2021-02-21 10:00,1,1.38
138,포항,2021-02-21 11:00,1,1.91
138,포항,2021-02-21 12:00,1,2.28
138,포항,2021-02-21 13:00,1,2.43
138,포항,2021-02-21 14:00,1,2.33
138,포항,2021-02-21 15:00,1,2
138,포항,2021-02-21 16:00,1,1.49
138,포항,2021-02-21 17:00,1,0.87
138,포항,2021-02-21 18:00,0.8,0.24
138,포항,2021-02-21 19:00,0,0
138,포항,2021-02-22 8:00,0.4,0.14
138,포항,2021-02-22 9:00,1,0.75
138,포항,2021-02-22 10:00,1,1.4
138,포항,2021-02-22 11:00,1,1.92
138,포항,2021-02-22 12:00,1,2.28
138,포항,2021-02-22 13:00,1,2.4
138,포항,2021-02-22 14:00,1,2.25
138,포항,2021-02-22 15:00,1,1.8
138,포항,2021-02-22 16:00,1,1.27
138,포항,2021-02-22 17:00,1,0.71
138,포항,2021-02-22 18:00,0.3,0.22
138,포항,2021-02-22 19:00,0,0
138,포항,2021-02-23 8:00,0.6,0.2
138,포항,2021-02-23 9:00,1,0.87
138,포항,2021-02-23 10:00,1,1.51
138,포항,2021-02-23 11:00,1,2.11
138,포항,2021-02-23 12:00,1,2.32
138,포항,2021-02-23 13:00,1,2.42
138,포항,2021-02-23 14:00,1,2.26
138,포항,2021-02-23 15:00,1,1.7
138,포항,2021-02-23 16:00,1,1.32
138,포항,2021-02-23 17:00,1,0.81
138,포항,2021-02-23 18:00,0.4,0.22
138,포항,2021-02-23 19:00,0,0
138,포항,2021-02-24 7:00,0,0
138,포항,2021-02-24 8:00,0,0.14
138,포항,2021-02-24 9:00,0,0.44
138,포항,2021-02-24 10:00,0.2,0.94
138,포항,2021-02-24 11:00,0.5,1.09
138,포항,2021-02-24 12:00,0.3,1.19
138,포항,2021-02-24 13:00,1,2.56
138,포항,2021-02-24 14:00,0.6,1.57
138,포항,2021-02-24 15:00,0.6,1.19
138,포항,2021-02-24 16:00,1,1.48
138,포항,2021-02-24 17:00,0.6,0.7
138,포항,2021-02-24 18:00,0,0.15
138,포항,2021-02-24 19:00,0,0
138,포항,2021-02-25 7:00,0,0
138,포항,2021-02-25 8:00,0.2,0.18
138,포항,2021-02-25 9:00,0.9,0.59
138,포항,2021-02-25 10:00,0.6,1
138,포항,2021-02-25 11:00,0.1,1.15
