Station,Longitude,Latitude
sand5-1,125.525,35.99167
sand5-2,125.575,35.99167
sand5-3,125.575,35.95833
sand5-4,125.59167,35.95833
sand5-5,125.59167,35.925
sand5-6,125.50833,35.925
sand5-7,125.50833,35.975
sand5-8,125.525,35.975
