Station,Longitude,Latitude
sand2-1,126.15,37.1175
sand2-2,126.15,37.125
sand2-3,126.20833,37.125
sand2-4,126.20833,37.10833
sand2-5,126.2,37.10194
sand2-6,126.2,37.1
sand2-7,126.1975,37.1
sand2-8,126.175,37.0825
sand2-9,126.175,37.075
sand2-10,126.16556,37.075
sand2-11,126.15,37.06306
sand2-12,126.15,37.05
sand2-13,126.1,37.05
sand2-14,126.1,37.075
sand2-15,126.12611,37.075
